40.7069588235,-74.0148117647
40.738755102,-74.0049904762
40.7998928571,-73.96535
40.7133423077,-74.0076384615
40.7475,-73.989067619
40.8015285714,-73.9527142857
40.7805515152,-73.955430303
40.79675,-73.9383
40.7222042735,-73.9920786325
40.815325,-73.939125
40.82416,-73.95262
40.8240333333,-73.9435
40.76185,-73.9639189655
40.7460827586,-74.0008137931
40.8115888889,-73.9562666667
40.828175,-73.945625
40.7586651515,-73.987919697
40.7187298246,-74.0105596491
40.8466333333,-73.9414333333
40.8504,-73.93985
40.7063074074,-74.0081074074
40.8301666667,-73.9405666667
40.8537666667,-73.9380666667
40.7735354167,-73.96209375
40.867,-73.9234
40.7426240964,-73.9811566265
40.8714,-73.9148
40.7899689655,-73.9721896552
40.8519,-73.9308
40.730065,-74.00471
40.7221946429,-73.9850410714
40.7627972603,-73.9803657534
40.7331552846,-73.9935943089
40.8077181818,-73.9433818182
40.7218018349,-73.9999944954
40.7556943925,-73.9967149533
40.7530207921,-73.9742188119
40.7319595506,-73.9831573034
40.7681919355,-73.989616129
40.8386,-73.9461
40.7640345455,-73.97164
40.7832970588,-73.9780617647
40.7744508772,-73.9828929825
40.7709666667,-73.952225641
40.8613,-73.9278
40.7840857143,-73.9491071429
