40.7046853042,-74.0115663482
40.7392658079,-74.0046777197
40.776662783,-73.9490506246
40.7877052852,-73.9460023244
40.7336787415,-73.9955033493
40.8024756783,-73.9649609014
40.7828810497,-73.9550274264
40.7085601062,-74.0063836633
40.7295257116,-74.0036704823
40.8027901231,-73.9515073007
40.7977144877,-73.936847602
40.8185155768,-73.9524953742
40.7621211925,-73.9779787989
40.8160160065,-73.9405582428
40.8062232168,-73.9422231975
40.8264455795,-73.9480945587
40.7486204481,-73.9897647225
40.7454840698,-73.9991192627
40.8259931292,-73.9409828186
40.7173059507,-74.0100679326
40.8439527239,-73.9403163365
40.8353528976,-73.9449043274
40.8493890762,-73.9404468537
40.7778688741,-73.9824960171
40.7085000038,-74.0159912109
40.8483581543,-73.9357198079
40.8651218414,-73.926979065
40.7420251746,-73.9799256576
40.8516586304,-73.9295013428
40.8615112305,-73.9198684692
40.7933897161,-73.9700504225
40.86769104,-73.9221096039
40.7200436928,-73.9991637754
40.7696155666,-73.9843077512
40.8718513489,-73.9163101196
40.7220547535,-73.9898970291
40.8129056295,-73.9582552229
40.7254226847,-73.9810997821
40.7583363307,-73.9949527547
40.734252661,-73.9866330859
40.7514163837,-73.9762662903
40.8374277751,-73.9398244222
40.7606323687,-73.987099981
40.7658234329,-73.9633202862
40.7581530404,-73.9678337676
40.7709504536,-73.9564565931
40.8560132113,-73.9352833141
40.785706838,-73.9755280358
